name,size,width,height,aspect,long_side,sharpness,brightness,contrast,score
IMG_4040.JPEG,1061447,2364,1330,1.7774,2364,1234.48,110.7,57.3,1629.51
IMG_4626.JPEG,1076884,2048,1536,1.3333,2048,1232.61,139.47,58.32,1627.04
IMG_1409.JPEG,966957,1330,2364,0.5626,2364,1474.84,128.89,53.46,1622.32
IMG_1971.JPEG,951601,2048,1536,1.3333,2048,1227.82,124.13,59.69,1620.72
IMG_9963.JPEG,731230,2048,1536,1.3333,2048,1227.64,131.66,58.42,1620.48
IMG_4639.JPEG,995057,1536,2048,0.75,2048,1466.43,132.12,48.51,1613.07
IMG_4021.JPEG,973687,2364,1330,1.7774,2364,1212.26,110.58,66.41,1600.19
IMG_2451.JPEG,877568,2364,1330,1.7774,2364,1194.3,135.77,65.01,1576.47
IMG_1371.JPEG,823736,1536,2048,0.75,2048,1433.1,138.7,49.55,1576.41
IMG_9466.jpeg,855189,1536,2048,0.75,2048,1403.72,128.18,68.27,1544.09
IMG_1352.JPEG,963416,1330,2364,0.5626,2364,1394.18,120.93,39.72,1533.6
IMG_4399.JPEG,3255033,4032,2268,1.7778,4032,953.73,125.68,61.19,1510.71
IMG_1369.JPEG,715343,2048,1536,1.3333,2048,1141.27,137.78,59.27,1506.48
IMG_3648.JPEG,1256034,1330,2364,0.5626,2364,1349.17,120.5,71.27,1484.09
IMG_0337.JPEG,1129583,1536,2048,0.75,2048,1330.13,127.74,55.14,1463.14
IMG_4182.JPEG,849939,1536,2048,0.75,2048,1310.59,117.7,48.82,1441.65
IMG_3647.JPEG,1365503,1330,2364,0.5626,2364,1303.51,128.71,65.23,1433.86
IMG_6574.JPG,4317732,4032,3024,1.3333,4032,902.25,140.35,50.64,1429.16
IMG_4625.JPEG,1022284,2048,1536,1.3333,2048,1079.89,135.76,59.59,1425.46
IMG_1600.JPEG,1033411,2364,1330,1.7774,2364,1069.32,118.58,50.96,1411.5
IMG_1353.JPEG,904004,1330,2364,0.5626,2364,1280.08,123.03,41.55,1408.09
IMG_9670.jpeg,782088,1536,2048,0.75,2048,1279.52,125.88,53.04,1407.47
IMG_0019.jpeg,126678,720,960,0.75,960,1253.02,152.43,33.11,1378.32
IMG_9671.JPEG,892052,2048,1536,1.3333,2048,1042.49,99.79,67.91,1376.09
IMG_1370.JPEG,824752,2048,1536,1.3333,2048,1026.82,137.15,58.27,1355.4
IMG_1483.JPEG,996440,1330,2364,0.5626,2364,1210.86,124.91,58.17,1331.95
IMG_1599.JPEG,1020519,2364,1330,1.7774,2364,995.75,118.48,50.59,1314.4
IMG_4627.JPEG,996004,2048,1536,1.3333,2048,993.02,141.76,61.01,1310.79
IMG_5478.JPEG,2768331,4032,2268,1.7778,4032,816.33,121.06,50.07,1293.07
IMG_3629.JPEG,1244869,1330,2364,0.5626,2364,1154.43,113.08,48.18,1269.88
IMG_0939.JPG,3360897,4032,3024,1.3333,4032,785.81,149.97,58.37,1244.72
IMG_0023.jpeg,87393,720,960,0.75,960,1243.56,180.26,57.03,1243.56
IMG_6570.JPG,3472164,4032,3024,1.3333,4032,782.15,139.82,55.14,1238.92
IMG_6476.JPEG,653338,2048,1536,1.3333,2048,933.16,109.4,51.75,1231.77
IMG_6088.JPEG,1566660,2268,4032,0.5625,4032,925.49,152.11,55.44,1221.65
